Nonprofit Name,Profile Link,Phone Number,EIN,Website,Email,Address,Email,Google Ads Grants Status,Application Status,Fundraised 
Waterkeeper Alliance Inc,https://www.charitynavigator.org/ein/134071318,212-747-0622,134071318,http://www.waterkeeper.org,,,,,,
Whale And Dolphin Conservation Inc,https://www.charitynavigator.org/ein/020749188,508-746-2522,20749188,HTTP://US.WHALES.ORG,,,,,,
Whispering Willows Senior Dog Sanctuary Inc,https://www.charitynavigator.org/ein/822293495,417-754-0250,822293495,,,,,,,
White Stork United States Ltd,https://www.charitynavigator.org/ein/882304016,847-446-0749,882304016,https://whitestork.us/,,,,,,
White Wolf Sanctuary,https://www.charitynavigator.org/ein/931219380,541-528-3588,931219380,http://WHITEWOLFSANCTUARY.COM,whitewolfsanctuary@gmail.com,,,,,
Whittier Area First Day Coalition,https://www.charitynavigator.org/ein/931141844,,931141844,http://wwww.whittierfirstday.org,,,,,,
Wigs For Kids Inc,https://www.charitynavigator.org/ein/341749587,440-333-4433,341749587,http://www.wigsforkids.org,,,,,,
Wikimedia Foundation Org,https://www.charitynavigator.org/ein/200049703,415-839-6885,200049703,https://wikimediafoundation.org/,,,,,,
Wilderness Society,https://www.charitynavigator.org/ein/530167933,800-843-9453,530167933,http://www.wilderness.org,member@tws.org,,,,,
Wildlife Conservation Network Inc,https://www.charitynavigator.org/ein/300108469,415-202-6380,300108469,http://www.wildnet.org,,,,,,
Wildlife Conservation Society,https://www.charitynavigator.org/ein/131740011,718-741-1654,131740011,http://www.wcs.org,,,,,,
Wildlife S O S,https://www.charitynavigator.org/ein/203274638,385-227-6418,203274638,http://WWW.WILDLIFESOS.ORG,,,,,,
William J Brennan Jr Center For Justice Inc,https://www.charitynavigator.org/ein/133839293,646-292-8310,133839293,http://www.brennancenter.org,,,,,,
Wings Of Rescue Inc,https://www.charitynavigator.org/ein/453343408,310-288-0343,453343408,http://WINGSOFRESCUE.ORG,,,,,,
Wnet,https://www.charitynavigator.org/ein/262810489,212-560-2000,262810489,http://www.thirteen.org/,,,,,,
Women For Women International,https://www.charitynavigator.org/ein/521838756,202-737-7705,521838756,http://www.womenforwomen.org/,,,,,,
Womens Microfinance Initiative Corporation,https://www.charitynavigator.org/ein/261384627,301-520-0865,261384627,http://www.wmionline.org,wmicontact@gmail.com,,,,,
Woods Hole Oceanographic Institution,https://www.charitynavigator.org/ein/042105850,508-289-2252,42105850,http://www.whoi.edu,information@whoi.edu,,,,,
World Animal Protection,https://www.charitynavigator.org/ein/042718182,646-783-2200,42718182,http://WORLDANIMALPROTECTION.US,,,,,,
World Bicycle Relief Nfp,https://www.charitynavigator.org/ein/205080679,312-664-3604,205080679,http://www.worldbicyclerelief.org/,,,,,,
World Central Kitchen Incorporated,https://www.charitynavigator.org/ein/273521132,202-844-6330,273521132,http://WWW.WCK.ORG,,,,,,
World Concern Development Organization,https://www.charitynavigator.org/ein/911155150,206-546-7200,911155150,,,,,,,
World Help,https://www.charitynavigator.org/ein/541615454,800-541-6691,541615454,https://worldhelp.net/,,,,,,
World Jewish Congress American Section Inc,https://www.charitynavigator.org/ein/131790756,212-894-4770,131790756,http://www.worldjewishcongress.org,,,,,,
World Relief Corporation O National,https://www.charitynavigator.org/ein/236393344,800-535-5433,236393344,https://worldrelief.org/,,,,,,
World Resources Institute,https://www.charitynavigator.org/ein/521257057,202-729-7600,521257057,http://www.wri.org,,,,,,
World Vision,https://www.charitynavigator.org/ein/951922279,888-511-6548,951922279,http://www.worldvision.org/,,,,,,
World Wildlife Fund Inc,https://www.charitynavigator.org/ein/521693387,800-960-0993,521693387,http://www.worldwildlife.org,,,,,,
Wounded Paw Project,https://www.charitynavigator.org/ein/811272489,703-503-9449,811272489,https://www.woundedpawproject.org/,info@wpp.dog,,,,,
Wounded Warrior Project Inc,https://www.charitynavigator.org/ein/202370934,877-832-6997,202370934,https://www.woundedwarriorproject.org/,,,,,,
Wounded Warrior Project Long Term Support Tr,https://www.charitynavigator.org/ein/376558533,302-793-3278,376558533,http://www.woundedwarriorproject.org,,,,,,
Wounded Warriors,https://www.charitynavigator.org/ein/861336741,561-268-8114,861336741,https://warriorsfund.org,,,,,,
Wounded Warriors Family Support Inc,https://www.charitynavigator.org/ein/201407520,402-502-7557,201407520,https://www.wwfs.org/,,,,,,
Wreaths Across America,https://www.charitynavigator.org/ein/208362270,207-470-0972,208362270,http://www.wreathsacrossamerica.org,helpdesk@wreathsacrossamerica.org,,,,,
Wycliffe Associates Inc,https://www.charitynavigator.org/ein/952584324,,952584324,,,,,,,
Wycliffe Bible Translators Inc,https://www.charitynavigator.org/ein/951831097,,951831097,http://wycliffe.org,,,,,,
Wycliffe Bible Translators International Inc,https://www.charitynavigator.org/ein/953494561,972-708-7400,953494561,http://www.wycliffe.net,,,,,,
XO WORLD PROJECT FOUNDATION INC,https://www.charitynavigator.org/ein/933340424,201-220-4700,933340424,http://WWW.XOWPFOUNDATION.ORG,info@xowpfoundation.org,,,,,
Yellowstone ForeverÂ ,https://www.charitynavigator.org/ein/475427975,406-848-2400,475427975,https://www.yellowstone.org/,,,,,,
Yosemite Foundation DBA Yosemite ConservancyÂ ,https://www.charitynavigator.org/ein/943058041,415-434-1782,943058041,http://www.yosemite.org/,,,,,,
Young LifeÂ ,https://www.charitynavigator.org/ein/840385934,877-438-9572,840385934,http://www.younglife.org,,,,,,
Fisher Center for Alzheimer's Research FoundationÂ ,https://www.charitynavigator.org/ein/133859563,212-915-1328,133859563,http://www.alzinfo.org,info@alzinfo.org,,,,,
Zakat Foundation of AmericaÂ ,https://www.charitynavigator.org/ein/364476244,888-925-2887,364476244,http://zakat.org/,,,,,,
San Diego Zoo Wildlife AllianceÂ ,https://www.charitynavigator.org/ein/951648219,619-557-3947,951648219,http://www.sdzwa.org,,,,,,
